model,score_val,eval_metric,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
XGBoost_r22_BAG_L1,0.7356547021017665,competition_score,0.02818894386291504,2.8097994327545166,0.02818894386291504,2.8097994327545166,1,True,79
XGBoost_r95_BAG_L1,0.7356013709553109,competition_score,0.03559160232543945,3.08125376701355,0.03559160232543945,3.08125376701355,1,True,102
LightGBM_r143_BAG_L1,0.7313315625602523,competition_score,0.05551028251647949,1.543999433517456,0.05551028251647949,1.543999433517456,1,True,53
LightGBM_r30_BAG_L1,0.7309733012738943,competition_score,0.0500028133392334,1.5140368938446045,0.0500028133392334,1.5140368938446045,1,True,65
LightGBM_BAG_L1,0.7297070951918003,competition_score,0.05319404602050781,1.3389256000518799,0.05319404602050781,1.3389256000518799,1,True,2
LightGBMXT_BAG_L1,0.7297070951918003,competition_score,0.058074951171875,1.2821288108825684,0.058074951171875,1.2821288108825684,1,True,1
NeuralNetTorch_r36_BAG_L1,0.7264022347325271,competition_score,0.04302811622619629,6.531999588012695,0.04302811622619629,6.531999588012695,1,True,96
XGBoost_BAG_L1,0.72604959268279,competition_score,0.029723167419433594,2.861006736755371,0.029723167419433594,2.861006736755371,1,True,7
LightGBM_r42_BAG_L1,0.7254972873876189,competition_score,0.05011105537414551,5.086647987365723,0.05011105537414551,5.086647987365723,1,True,104
LightGBM_r131_BAG_L1,0.7237929913235789,competition_score,0.052153587341308594,1.8113768100738525,0.052153587341308594,1.8113768100738525,1,True,12
XGBoost_r49_BAG_L1,0.7214130747244926,competition_score,0.030997037887573242,3.2112483978271484,0.030997037887573242,3.2112483978271484,1,True,66
XGBoost_r194_BAG_L1,0.7211073669891679,competition_score,1.43019700050354,4.558336019515991,1.43019700050354,4.558336019515991,1,True,31
LightGBM_r121_BAG_L1,0.7180804788278957,competition_score,0.0510101318359375,5.683413028717041,0.0510101318359375,5.683413028717041,1,True,83
NeuralNetTorch_BAG_L1,0.7180096579560121,competition_score,0.04850935935974121,7.425745248794556,0.04850935935974121,7.425745248794556,1,True,8
NeuralNetTorch_r143_BAG_L1,0.716362577024955,competition_score,0.06663799285888672,9.16178035736084,0.06663799285888672,9.16178035736084,1,True,58
NeuralNetFastAI_r37_BAG_L1,0.7156119780213757,competition_score,0.11400008201599121,8.621562004089355,0.11400008201599121,8.621562004089355,1,True,49
